Id,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface area of the plot of land,Number of facades,Swimming pool,State of the building,Url
10459437,Vriesdonk,house,villa,2495000,for sale,5,577,hyper equipped,True,True,True,True,10431,4,true,Good,
